Time,CHP1_140049_DNI_mV,SMP22_200060_DHI_Wm2,CMP11_128767_GHI_mV,StarSchenk_7773_GHI_mV,solar_zenith,solar_azimuth
2025-08-26 00:00:00+00:00,-0.002,-1.0,-0.014,-0.005,113.059,12.894
2025-08-26 00:01:00+00:00,-0.002,-1.0,-0.013,-0.005,113.027,13.159
2025-08-26 00:02:00+00:00,-0.002,-1.0,-0.013,-0.005,112.995,13.424
2025-08-26 00:03:00+00:00,-0.002,-1.01,-0.013,-0.005,112.962,13.689
2025-08-26 00:04:00+00:00,-0.002,-1.0,-0.013,-0.005,112.929,13.954
2025-08-26 00:05:00+00:00,-0.002,-1.0,-0.013,-0.005,112.895,14.218
2025-08-26 00:06:00+00:00,-0.002,-1.0,-0.013,-0.005,112.86,14.482
2025-08-26 00:07:00+00:00,-0.002,-1.0,-0.013,-0.005,112.825,14.747
2025-08-26 00:08:00+00:00,-0.002,-1.0,-0.013,-0.005,112.789,15.011
2025-08-26 00:09:00+00:00,-0.002,-1.0,-0.013,-0.005,112.753,15.274
2025-08-26 00:10:00+00:00,-0.002,-1.0,-0.013,-0.005,112.716,15.538
2025-08-26 00:11:00+00:00,-0.002,-1.0,-0.013,-0.005,112.678,15.801
2025-08-26 00:12:00+00:00,-0.002,-1.0,-0.013,-0.005,112.64,16.065
2025-08-26 00:13:00+00:00,-0.002,-1.0,-0.013,-0.005,112.601,16.328
2025-08-26 00:14:00+00:00,-0.002,-1.0,-0.013,-0.005,112.561,16.591
2025-08-26 00:15:00+00:00,-0.002,-1.0,-0.013,-0.005,112.521,16.853
2025-08-26 00:16:00+00:00,-0.002,-1.0,-0.013,-0.005,112.48,17.116
2025-08-26 00:17:00+00:00,-0.002,-1.0,-0.014,-0.005,112.439,17.378
2025-08-26 00:18:00+00:00,-0.001,-1.0,-0.014,-0.004,112.397,17.64
2025-08-26 00:19:00+00:00,-0.002,-1.0,-0.014,-0.004,112.354,17.902
2025-08-26 00:20:00+00:00,-0.002,-1.0,-0.014,-0.004,112.311,18.164
2025-08-26 00:21:00+00:00,-0.001,-1.0,-0.014,-0.004,112.267,18.425
2025-08-26 00:22:00+00:00,-0.001,-1.0,-0.014,-0.004,112.222,18.687
2025-08-26 00:23:00+00:00,-0.002,-1.0,-0.014,-0.005,112.177,18.948
2025-08-26 00:24:00+00:00,-0.002,-1.0,-0.014,-0.005,112.131,19.209
2025-08-26 00:25:00+00:00,-0.002,-1.0,-0.014,-0.005,112.085,19.47
2025-08-26 00:26:00+00:00,-0.001,-0.985,-0.014,-0.004,112.038,19.73
2025-08-26 00:27:00+00:00,-0.002,-1.0,-0.014,-0.004,111.991,19.99
2025-08-26 00:28:00+00:00,-0.002,-1.0,-0.014,-0.004,111.943,20.25
2025-08-26 00:29:00+00:00,-0.002,-1.0,-0.014,-0.004,111.894,20.51
2025-08-26 00:30:00+00:00,-0.002,-0.965,-0.013,-0.005,111.845,20.77
2025-08-26 00:31:00+00:00,-0.002,-0.93,-0.012,-0.005,111.795,21.029
2025-08-26 00:32:00+00:00,-0.002,-0.955,-0.013,-0.005,111.744,21.289
2025-08-26 00:33:00+00:00,-0.002,-0.975,-0.013,-0.004,111.693,21.548
2025-08-26 00:34:00+00:00,-0.002,-0.953,-0.013,-0.004,111.641,21.806
2025-08-26 00:35:00+00:00,-0.002,-1.0,-0.015,-0.004,111.589,22.065
2025-08-26 00:36:00+00:00,-0.002,-1.0,-0.015,-0.004,111.536,22.323
2025-08-26 00:37:00+00:00,-0.002,-1.0,-0.015,-0.004,111.483,22.581
2025-08-26 00:38:00+00:00,-0.002,-1.0,-0.015,-0.004,111.429,22.839
2025-08-26 00:39:00+00:00,-0.002,-1.0,-0.015,-0.004,111.374,23.096
2025-08-26 00:40:00+00:00,-0.002,-1.0,-0.014,-0.004,111.319,23.354
2025-08-26 00:41:00+00:00,-0.002,-1.0,-0.014,-0.004,111.263,23.611
2025-08-26 00:42:00+00:00,-0.002,-1.0,-0.014,-0.005,111.207,23.868
2025-08-26 00:43:00+00:00,-0.002,-1.0,-0.014,-0.005,111.15,24.124
2025-08-26 00:44:00+00:00,-0.001,-1.0,-0.014,-0.005,111.092,24.381
2025-08-26 00:45:00+00:00,-0.002,-1.015,-0.015,-0.005,111.034,24.637
2025-08-26 00:46:00+00:00,-0.001,-1.015,-0.015,-0.005,110.976,24.893
2025-08-26 00:47:00+00:00,-0.001,-1.012,-0.015,-0.005,110.916,25.148
2025-08-26 00:48:00+00:00,-0.001,-1.002,-0.014,-0.005,110.857,25.404
2025-08-26 00:49:00+00:00,-0.002,-1.008,-0.015,-0.005,110.796,25.659
2025-08-26 00:50:00+00:00,-0.001,-1.0,-0.014,-0.005,110.735,25.914
2025-08-26 00:51:00+00:00,-0.002,-1.0,-0.014,-0.005,110.674,26.168
2025-08-26 00:52:00+00:00,-0.002,-1.0,-0.014,-0.004,110.612,26.422
2025-08-26 00:53:00+00:00,-0.002,-1.0,-0.014,-0.004,110.549,26.677
2025-08-26 00:54:00+00:00,-0.002,-1.0,-0.014,-0.004,110.486,26.93
2025-08-26 00:55:00+00:00,-0.002,-1.0,-0.013,-0.004,110.422,27.184
2025-08-26 00:56:00+00:00,-0.002,-1.0,-0.013,-0.004,110.358,27.437
2025-08-26 00:57:00+00:00,-0.002,-1.0,-0.014,-0.005,110.293,27.69
2025-08-26 00:58:00+00:00,-0.002,-1.0,-0.013,-0.005,110.228,27.943
2025-08-26 00:59:00+00:00,-0.002,-1.0,-0.014,-0.005,110.162,28.195
2025-08-26 01:00:00+00:00,-0.002,-1.0,-0.013,-0.005,110.095,28.448
2025-08-26 01:01:00+00:00,-0.002,-1.0,-0.013,-0.005,110.028,28.7
2025-08-26 01:02:00+00:00,-0.002,-1.0,-0.012,-0.005,109.961,28.951
2025-08-26 01:03:00+00:00,-0.002,-1.0,-0.012,-0.005,109.893,29.203
2025-08-26 01:04:00+00:00,-0.002,-1.0,-0.013,-0.005,109.824,29.454
2025-08-26 01:05:00+00:00,-0.001,-1.0,-0.013,-0.005,109.755,29.705
2025-08-26 01:06:00+00:00,-0.002,-1.0,-0.014,-0.005,109.685,29.955
2025-08-26 01:07:00+00:00,-0.001,-1.0,-0.014,-0.005,109.615,30.205
2025-08-26 01:08:00+00:00,-0.001,-1.0,-0.015,-0.004,109.544,30.455
2025-08-26 01:09:00+00:00,-0.001,-1.0,-0.015,-0.004,109.473,30.705
2025-08-26 01:10:00+00:00,-0.001,-1.002,-0.015,-0.004,109.401,30.955
2025-08-26 01:11:00+00:00,-0.001,-1.0,-0.015,-0.004,109.329,31.204
2025-08-26 01:12:00+00:00,-0.001,-1.0,-0.015,-0.004,109.256,31.453
2025-08-26 01:13:00+00:00,-0.002,-1.0,-0.014,-0.004,109.183,31.701
2025-08-26 01:14:00+00:00,-0.001,-1.0,-0.014,-0.004,109.109,31.95
2025-08-26 01:15:00+00:00,-0.002,-1.0,-0.014,-0.004,109.034,32.198
2025-08-26 01:16:00+00:00,-0.002,-1.0,-0.015,-0.004,108.959,32.445
2025-08-26 01:17:00+00:00,-0.001,-1.0,-0.015,-0.004,108.884,32.693
2025-08-26 01:18:00+00:00,-0.001,-0.952,-0.014,-0.004,108.808,32.94
2025-08-26 01:19:00+00:00,-0.002,-0.978,-0.014,-0.004,108.731,33.187
2025-08-26 01:20:00+00:00,-0.002,-0.957,-0.013,-0.004,108.655,33.434
2025-08-26 01:21:00+00:00,-0.002,-0.98,-0.013,-0.004,108.577,33.68
2025-08-26 01:22:00+00:00,-0.002,-0.9,-0.012,-0.004,108.499,33.926
2025-08-26 01:23:00+00:00,-0.002,-0.9,-0.012,-0.004,108.421,34.172
2025-08-26 01:24:00+00:00,-0.002,-0.91,-0.012,-0.004,108.342,34.417
2025-08-26 01:25:00+00:00,-0.002,-0.9,-0.012,-0.004,108.262,34.662
2025-08-26 01:26:00+00:00,-0.002,-0.9,-0.011,-0.004,108.182,34.907
2025-08-26 01:27:00+00:00,-0.002,-0.892,-0.011,-0.004,108.102,35.152
2025-08-26 01:28:00+00:00,-0.003,-0.897,-0.011,-0.004,108.021,35.396
2025-08-26 01:29:00+00:00,-0.003,-0.9,-0.012,-0.004,107.939,35.64
2025-08-26 01:30:00+00:00,-0.002,-0.917,-0.012,-0.004,107.857,35.884
2025-08-26 01:31:00+00:00,-0.002,-0.915,-0.012,-0.004,107.775,36.127
2025-08-26 01:32:00+00:00,-0.002,-0.918,-0.012,-0.004,107.692,36.37
2025-08-26 01:33:00+00:00,-0.002,-1.0,-0.013,-0.004,107.609,36.613
2025-08-26 01:34:00+00:00,-0.002,-0.988,-0.013,-0.004,107.525,36.856
2025-08-26 01:35:00+00:00,-0.002,-0.997,-0.013,-0.004,107.44,37.098
2025-08-26 01:36:00+00:00,-0.002,-1.0,-0.013,-0.004,107.356,37.34
2025-08-26 01:37:00+00:00,-0.002,-1.0,-0.013,-0.004,107.27,37.582
2025-08-26 01:38:00+00:00,-0.002,-0.965,-0.012,-0.004,107.185,37.823
2025-08-26 01:39:00+00:00,-0.002,-1.0,-0.012,-0.004,107.098,38.064
2025-08-26 01:40:00+00:00,-0.002,-1.0,-0.012,-0.004,107.012,38.305
2025-08-26 01:41:00+00:00,-0.002,-1.0,-0.013,-0.004,106.925,38.545
2025-08-26 01:42:00+00:00,-0.002,-1.0,-0.012,-0.004,106.837,38.785
2025-08-26 01:43:00+00:00,-0.002,-1.0,-0.013,-0.004,106.749,39.025
2025-08-26 01:44:00+00:00,-0.002,-1.0,-0.012,-0.004,106.66,39.265
2025-08-26 01:45:00+00:00,-0.002,-1.0,-0.013,-0.004,106.571,39.504
2025-08-26 01:46:00+00:00,-0.002,-1.0,-0.013,-0.004,106.482,39.743
2025-08-26 01:47:00+00:00,-0.002,-1.0,-0.013,-0.004,106.392,39.982
2025-08-26 01:48:00+00:00,-0.002,-1.0,-0.013,-0.004,106.302,40.22
2025-08-26 01:49:00+00:00,-0.002,-1.0,-0.013,-0.004,106.211,40.458
2025-08-26 01:50:00+00:00,-0.002,-1.0,-0.013,-0.004,106.12,40.696
2025-08-26 01:51:00+00:00,-0.002,-1.0,-0.013,-0.004,106.028,40.934
2025-08-26 01:52:00+00:00,-0.002,-1.0,-0.013,-0.004,105.936,41.171
2025-08-26 01:53:00+00:00,-0.002,-1.0,-0.012,-0.005,105.844,41.408
2025-08-26 01:54:00+00:00,-0.002,-1.0,-0.013,-0.005,105.751,41.645
2025-08-26 01:55:00+00:00,-0.002,-1.0,-0.013,-0.004,105.657,41.881
2025-08-26 01:56:00+00:00,-0.002,-1.0,-0.013,-0.004,105.563,42.117
2025-08-26 01:57:00+00:00,-0.002,-1.0,-0.013,-0.004,105.469,42.353
2025-08-26 01:58:00+00:00,-0.002,-1.002,-0.014,-0.004,105.374,42.588
2025-08-26 01:59:00+00:00,-0.002,-1.0,-0.014,-0.004,105.279,42.824
2025-08-26 02:00:00+00:00,-0.002,-1.048,-0.014,-0.004,105.184,43.058
2025-08-26 02:01:00+00:00,-0.002,-1.018,-0.014,-0.004,105.088,43.293
2025-08-26 02:02:00+00:00,-0.002,-1.0,-0.014,-0.004,104.991,43.527
2025-08-26 02:03:00+00:00,-0.002,-1.008,-0.014,-0.004,104.894,43.761
2025-08-26 02:04:00+00:00,-0.002,-1.048,-0.015,-0.004,104.797,43.995
2025-08-26 02:05:00+00:00,-0.002,-1.013,-0.014,-0.004,104.7,44.229
2025-08-26 02:06:00+00:00,-0.002,-1.053,-0.015,-0.004,104.602,44.462
2025-08-26 02:07:00+00:00,-0.002,-1.037,-0.015,-0.004,104.503,44.695
2025-08-26 02:08:00+00:00,-0.002,-1.092,-0.015,-0.004,104.404,44.927
2025-08-26 02:09:00+00:00,-0.002,-1.075,-0.015,-0.004,104.305,45.16
2025-08-26 02:10:00+00:00,-0.002,-1.077,-0.015,-0.004,104.205,45.392
2025-08-26 02:11:00+00:00,-0.002,-1.073,-0.015,-0.004,104.105,45.623
2025-08-26 02:12:00+00:00,-0.002,-1.062,-0.014,-0.004,104.005,45.855
2025-08-26 02:13:00+00:00,-0.002,-1.067,-0.014,-0.004,103.904,46.086
2025-08-26 02:14:00+00:00,-0.002,-1.067,-0.014,-0.004,103.803,46.317
2025-08-26 02:15:00+00:00,-0.002,-1.097,-0.014,-0.004,103.701,46.547
2025-08-26 02:16:00+00:00,-0.002,-1.09,-0.015,-0.005,103.599,46.778
2025-08-26 02:17:00+00:00,-0.002,-1.078,-0.014,-0.005,103.497,47.008
2025-08-26 02:18:00+00:00,-0.002,-1.085,-0.014,-0.005,103.394,47.238
2025-08-26 02:19:00+00:00,-0.002,-1.062,-0.014,-0.005,103.291,47.467
2025-08-26 02:20:00+00:00,-0.002,-1.083,-0.014,-0.004,103.187,47.696
2025-08-26 02:21:00+00:00,-0.002,-1.06,-0.014,-0.005,103.083,47.925
2025-08-26 02:22:00+00:00,-0.002,-1.078,-0.014,-0.005,102.979,48.154
2025-08-26 02:23:00+00:00,-0.002,-1.058,-0.014,-0.005,102.874,48.382
2025-08-26 02:24:00+00:00,-0.002,-1.087,-0.014,-0.005,102.769,48.61
2025-08-26 02:25:00+00:00,-0.002,-1.092,-0.015,-0.005,102.664,48.838
2025-08-26 02:26:00+00:00,-0.002,-1.065,-0.015,-0.005,102.558,49.066
2025-08-26 02:27:00+00:00,-0.002,-1.078,-0.015,-0.005,102.452,49.293
2025-08-26 02:28:00+00:00,-0.002,-1.085,-0.015,-0.005,102.345,49.52
2025-08-26 02:29:00+00:00,-0.002,-1.1,-0.015,-0.005,102.238,49.747
2025-08-26 02:30:00+00:00,-0.002,-1.087,-0.015,-0.005,102.131,49.973
2025-08-26 02:31:00+00:00,-0.002,-1.095,-0.015,-0.004,102.023,50.199
2025-08-26 02:32:00+00:00,-0.002,-1.045,-0.014,-0.004,101.915,50.425
2025-08-26 02:33:00+00:00,-0.002,-1.0,-0.014,-0.005,101.807,50.651
2025-08-26 02:34:00+00:00,-0.002,-1.0,-0.013,-0.005,101.698,50.876
2025-08-26 02:35:00+00:00,-0.003,-1.0,-0.013,-0.005,101.589,51.101
2025-08-26 02:36:00+00:00,-0.003,-1.0,-0.014,-0.005,101.48,51.326
2025-08-26 02:37:00+00:00,-0.002,-1.005,-0.014,-0.005,101.37,51.551
2025-08-26 02:38:00+00:00,-0.002,-1.008,-0.014,-0.005,101.26,51.775
2025-08-26 02:39:00+00:00,-0.002,-1.01,-0.014,-0.005,101.15,51.999
2025-08-26 02:40:00+00:00,-0.002,-1.025,-0.014,-0.005,101.039,52.223
2025-08-26 02:41:00+00:00,-0.002,-1.0,-0.013,-0.005,100.928,52.447
2025-08-26 02:42:00+00:00,-0.002,-1.0,-0.013,-0.005,100.817,52.67
2025-08-26 02:43:00+00:00,-0.002,-1.0,-0.013,-0.005,100.705,52.893
2025-08-26 02:44:00+00:00,-0.002,-1.0,-0.012,-0.005,100.593,53.116
2025-08-26 02:45:00+00:00,-0.002,-1.0,-0.012,-0.005,100.481,53.338
2025-08-26 02:46:00+00:00,-0.003,-1.003,-0.012,-0.005,100.368,53.561
2025-08-26 02:47:00+00:00,-0.002,-1.02,-0.013,-0.005,100.255,53.783
2025-08-26 02:48:00+00:00,-0.002,-1.0,-0.013,-0.005,100.141,54.005
2025-08-26 02:49:00+00:00,-0.002,-1.025,-0.014,-0.005,100.028,54.226
2025-08-26 02:50:00+00:00,-0.002,-1.032,-0.014,-0.004,99.914,54.447
2025-08-26 02:51:00+00:00,-0.002,-1.0,-0.014,-0.005,99.799,54.668
2025-08-26 02:52:00+00:00,-0.002,-1.005,-0.014,-0.004,99.685,54.889
2025-08-26 02:53:00+00:00,-0.002,-1.047,-0.014,-0.004,99.57,55.11
2025-08-26 02:54:00+00:00,-0.002,-1.002,-0.014,-0.004,99.455,55.33
2025-08-26 02:55:00+00:00,-0.002,-1.018,-0.014,-0.004,99.339,55.55
2025-08-26 02:56:00+00:00,-0.002,-1.052,-0.015,-0.004,99.223,55.77
2025-08-26 02:57:00+00:00,-0.002,-1.092,-0.015,-0.004,99.107,55.99
2025-08-26 02:58:00+00:00,-0.002,-1.01,-0.015,-0.004,98.991,56.209
2025-08-26 02:59:00+00:00,-0.002,-1.06,-0.015,-0.004,98.874,56.428
2025-08-26 03:00:00+00:00,-0.002,-1.098,-0.016,-0.004,98.757,56.647
2025-08-26 03:01:00+00:00,-0.002,-1.042,-0.015,-0.004,98.639,56.866
2025-08-26 03:02:00+00:00,-0.002,-1.1,-0.015,-0.004,98.522,57.084
2025-08-26 03:03:00+00:00,-0.002,-1.098,-0.015,-0.005,98.404,57.303
2025-08-26 03:04:00+00:00,-0.002,-1.095,-0.014,-0.005,98.285,57.521
2025-08-26 03:05:00+00:00,-0.002,-1.062,-0.014,-0.005,98.167,57.738
2025-08-26 03:06:00+00:00,-0.002,-1.063,-0.014,-0.005,98.048,57.956
2025-08-26 03:07:00+00:00,-0.002,-1.082,-0.014,-0.005,97.929,58.173
2025-08-26 03:08:00+00:00,-0.002,-1.085,-0.014,-0.005,97.81,58.39
2025-08-26 03:09:00+00:00,-0.002,-1.1,-0.014,-0.005,97.69,58.607
2025-08-26 03:10:00+00:00,-0.002,-1.087,-0.014,-0.005,97.57,58.824
2025-08-26 03:11:00+00:00,-0.002,-1.093,-0.014,-0.005,97.45,59.04
2025-08-26 03:12:00+00:00,-0.002,-1.04,-0.014,-0.005,97.329,59.257
2025-08-26 03:13:00+00:00,-0.002,-1.025,-0.014,-0.005,97.209,59.473
2025-08-26 03:14:00+00:00,-0.002,-1.095,-0.014,-0.005,97.088,59.689
2025-08-26 03:15:00+00:00,-0.001,-1.067,-0.015,-0.005,96.966,59.904
2025-08-26 03:16:00+00:00,-0.001,-1.068,-0.015,-0.005,96.845,60.12
2025-08-26 03:17:00+00:00,-0.001,-1.078,-0.015,-0.005,96.723,60.335
2025-08-26 03:18:00+00:00,-0.001,-1.048,-0.014,-0.005,96.601,60.55
2025-08-26 03:19:00+00:00,-0.001,-1.0,-0.014,-0.004,96.479,60.765
2025-08-26 03:20:00+00:00,-0.002,-1.045,-0.015,-0.004,96.356,60.979
2025-08-26 03:21:00+00:00,-0.002,-1.02,-0.015,-0.004,96.233,61.194
2025-08-26 03:22:00+00:00,-0.001,-1.0,-0.015,-0.004,96.11,61.408
2025-08-26 03:23:00+00:00,-0.002,-1.0,-0.016,-0.004,95.987,61.622
2025-08-26 03:24:00+00:00,-0.002,-1.0,-0.015,-0.004,95.863,61.836
2025-08-26 03:25:00+00:00,-0.001,-1.0,-0.015,-0.003,95.739,62.049
2025-08-26 03:26:00+00:00,-0.002,-1.0,-0.015,-0.003,95.615,62.263
2025-08-26 03:27:00+00:00,-0.002,-0.967,-0.014,-0.003,95.491,62.476
2025-08-26 03:28:00+00:00,-0.002,-0.987,-0.014,-0.003,95.366,62.689
2025-08-26 03:29:00+00:00,-0.002,-0.903,-0.014,-0.003,95.241,62.902
2025-08-26 03:30:00+00:00,-0.002,-0.9,-0.013,-0.003,95.116,63.115
2025-08-26 03:31:00+00:00,-0.002,-0.9,-0.012,-0.003,94.991,63.327
2025-08-26 03:32:00+00:00,-0.002,-0.9,-0.012,-0.003,94.865,63.539
2025-08-26 03:33:00+00:00,-0.002,-0.89,-0.011,-0.002,94.74,63.752
2025-08-26 03:34:00+00:00,-0.002,-0.858,-0.012,-0.002,94.614,63.964
2025-08-26 03:35:00+00:00,-0.002,-0.8,-0.011,-0.002,94.488,64.175
2025-08-26 03:36:00+00:00,-0.002,-0.8,-0.01,-0.002,94.361,64.387
2025-08-26 03:37:00+00:00,-0.002,-0.755,-0.01,-0.001,94.234,64.599
2025-08-26 03:38:00+00:00,-0.002,-0.7,-0.01,-0.001,94.108,64.81
2025-08-26 03:39:00+00:00,-0.002,-0.68,-0.009,-0.001,93.98,65.021
2025-08-26 03:40:00+00:00,-0.002,-0.6,-0.009,0.0,93.853,65.232
2025-08-26 03:41:00+00:00,-0.002,-0.565,-0.009,0.001,93.726,65.443
2025-08-26 03:42:00+00:00,-0.002,-0.5,-0.008,0.002,93.598,65.653
2025-08-26 03:43:00+00:00,-0.002,-0.442,-0.008,0.002,93.47,65.864
2025-08-26 03:44:00+00:00,-0.002,-0.38,-0.008,0.003,93.342,66.074
2025-08-26 03:45:00+00:00,-0.001,-0.298,-0.007,0.005,93.213,66.284
2025-08-26 03:46:00+00:00,-0.001,-0.167,-0.006,0.006,93.085,66.494
2025-08-26 03:47:00+00:00,-0.001,-0.087,-0.005,0.007,92.956,66.704
2025-08-26 03:48:00+00:00,-0.0,0.037,-0.004,0.009,92.827,66.914
2025-08-26 03:49:00+00:00,0.0,0.152,-0.003,0.01,92.698,67.123
2025-08-26 03:50:00+00:00,-0.0,0.285,-0.001,0.012,92.568,67.333
2025-08-26 03:51:00+00:00,0.0,0.438,0.0,0.014,92.438,67.542
2025-08-26 03:52:00+00:00,-0.0,0.588,0.001,0.016,92.309,67.751
2025-08-26 03:53:00+00:00,-0.0,0.742,0.002,0.019,92.179,67.96
2025-08-26 03:54:00+00:00,-0.0,0.923,0.003,0.021,92.048,68.169
2025-08-26 03:55:00+00:00,-0.0,1.122,0.005,0.023,91.918,68.378
2025-08-26 03:56:00+00:00,-0.0,1.32,0.006,0.026,91.787,68.586
2025-08-26 03:57:00+00:00,-0.0,1.527,0.008,0.029,91.657,68.795
2025-08-26 03:58:00+00:00,-0.0,1.783,0.01,0.032,91.526,69.003
2025-08-26 03:59:00+00:00,-0.0,2.075,0.013,0.036,91.395,69.211
2025-08-26 04:00:00+00:00,-0.0,2.385,0.015,0.04,91.263,69.419
2025-08-26 04:01:00+00:00,-0.001,2.727,0.018,0.044,91.132,69.627
2025-08-26 04:02:00+00:00,-0.0,3.077,0.021,0.049,91.0,69.835
2025-08-26 04:03:00+00:00,-0.0,3.492,0.024,0.054,90.868,70.043
2025-08-26 04:04:00+00:00,-0.0,3.867,0.027,0.059,90.141,70.25
2025-08-26 04:05:00+00:00,-0.0,4.177,0.029,0.064,90.031,70.458
2025-08-26 04:06:00+00:00,0.0,4.413,0.031,0.067,89.92,70.665
2025-08-26 04:07:00+00:00,0.001,4.603,0.032,0.07,89.809,70.873
2025-08-26 04:08:00+00:00,0.0,4.725,0.033,0.072,89.697,71.08
2025-08-26 04:09:00+00:00,0.001,4.877,0.034,0.073,89.585,71.287
2025-08-26 04:10:00+00:00,0.001,5.035,0.035,0.075,89.471,71.494
2025-08-26 04:11:00+00:00,0.001,5.183,0.037,0.078,89.356,71.7
2025-08-26 04:12:00+00:00,0.001,5.412,0.039,0.08,89.24,71.907
2025-08-26 04:13:00+00:00,0.001,5.665,0.041,0.083,89.123,72.114
2025-08-26 04:14:00+00:00,0.001,5.948,0.044,0.087,89.005,72.32
2025-08-26 04:15:00+00:00,0.002,6.288,0.047,0.092,88.886,72.527
2025-08-26 04:16:00+00:00,0.002,6.645,0.05,0.096,88.766,72.733
2025-08-26 04:17:00+00:00,0.003,7.047,0.054,0.101,88.646,72.939
2025-08-26 04:18:00+00:00,0.004,7.458,0.058,0.107,88.524,73.145
2025-08-26 04:19:00+00:00,0.003,7.853,0.06,0.112,88.402,73.352
2025-08-26 04:20:00+00:00,0.004,8.207,0.063,0.118,88.278,73.558
2025-08-26 04:21:00+00:00,0.005,8.632,0.067,0.124,88.155,73.763
2025-08-26 04:22:00+00:00,0.006,9.063,0.071,0.13,88.03,73.969
2025-08-26 04:23:00+00:00,0.008,9.513,0.075,0.137,87.905,74.175
2025-08-26 04:24:00+00:00,0.011,9.973,0.08,0.144,87.779,74.381
2025-08-26 04:25:00+00:00,0.015,10.425,0.084,0.152,87.652,74.586
2025-08-26 04:26:00+00:00,0.024,10.937,0.091,0.161,87.525,74.792
2025-08-26 04:27:00+00:00,0.046,11.453,0.102,0.176,87.397,74.997
2025-08-26 04:28:00+00:00,0.055,11.932,0.111,0.187,87.269,75.203
2025-08-26 04:29:00+00:00,0.074,12.45,0.123,0.202,87.141,75.408
2025-08-26 04:30:00+00:00,0.072,12.962,0.127,0.21,87.011,75.613
2025-08-26 04:31:00+00:00,0.081,13.525,0.135,0.22,86.882,75.818
2025-08-26 04:32:00+00:00,0.109,14.193,0.151,0.24,86.752,76.024
2025-08-26 04:33:00+00:00,0.154,14.87,0.173,0.27,86.622,76.229
2025-08-26 04:34:00+00:00,0.151,15.388,0.176,0.281,86.491,76.434
2025-08-26 04:35:00+00:00,0.127,15.888,0.171,0.278,86.36,76.639
2025-08-26 04:36:00+00:00,0.104,16.422,0.167,0.275,86.228,76.844
2025-08-26 04:37:00+00:00,0.099,17.003,0.17,0.28,86.096,77.049
2025-08-26 04:38:00+00:00,0.101,17.63,0.176,0.291,85.964,77.254
2025-08-26 04:39:00+00:00,0.097,18.335,0.18,0.299,85.832,77.458
2025-08-26 04:40:00+00:00,0.112,19.05,0.193,0.316,85.699,77.663
2025-08-26 04:41:00+00:00,0.134,19.85,0.209,0.341,85.566,77.868
2025-08-26 04:42:00+00:00,0.158,20.637,0.226,0.366,85.433,78.073
2025-08-26 04:43:00+00:00,0.209,21.46,0.254,0.406,85.299,78.277
2025-08-26 04:44:00+00:00,0.289,22.338,0.296,0.464,85.165,78.482
2025-08-26 04:45:00+00:00,0.353,23.175,0.331,0.519,85.031,78.686
2025-08-26 04:46:00+00:00,0.367,23.843,0.338,0.542,84.897,78.891
2025-08-26 04:47:00+00:00,0.366,24.538,0.343,0.555,84.763,79.096
2025-08-26 04:48:00+00:00,0.349,25.273,0.347,0.559,84.628,79.3
2025-08-26 04:49:00+00:00,0.372,26.122,0.369,0.581,84.493,79.505
2025-08-26 04:50:00+00:00,0.499,27.07,0.437,0.673,84.358,79.709
2025-08-26 04:51:00+00:00,0.536,27.633,0.459,0.719,84.223,79.914
2025-08-26 04:52:00+00:00,0.498,28.153,0.447,0.705,84.087,80.118
2025-08-26 04:53:00+00:00,0.5,28.857,0.453,0.712,83.951,80.323
2025-08-26 04:54:00+00:00,0.516,29.482,0.465,0.737,83.816,80.527
2025-08-26 04:55:00+00:00,0.588,30.498,0.51,0.783,83.68,80.732
2025-08-26 04:56:00+00:00,0.856,31.538,0.64,0.967,83.543,80.936
2025-08-26 04:57:00+00:00,0.971,32.218,0.686,1.067,83.407,81.141
2025-08-26 04:58:00+00:00,1.05,32.823,0.706,1.124,83.271,81.345
2025-08-26 04:59:00+00:00,1.118,33.258,0.725,1.169,83.134,81.55
2025-08-26 05:00:00+00:00,1.146,33.66,0.725,1.188,82.997,81.754
2025-08-26 05:01:00+00:00,1.227,34.148,0.739,1.228,82.86,81.959
2025-08-26 05:02:00+00:00,1.254,34.383,0.737,1.244,82.723,82.163
2025-08-26 05:03:00+00:00,1.218,34.643,0.706,1.215,82.586,82.368
2025-08-26 05:04:00+00:00,1.278,35.063,0.711,1.227,82.449,82.572
2025-08-26 05:05:00+00:00,1.504,35.623,0.767,1.338,82.311,82.777
2025-08-26 05:06:00+00:00,1.588,35.938,0.779,1.386,82.174,82.981
2025-08-26 05:07:00+00:00,1.676,36.275,0.785,1.416,82.036,83.186
2025-08-26 05:08:00+00:00,1.751,36.548,0.792,1.446,81.898,83.391
2025-08-26 05:09:00+00:00,1.875,36.878,0.796,1.474,81.761,83.595
2025-08-26 05:10:00+00:00,2.008,37.173,0.805,1.504,81.623,83.8
2025-08-26 05:11:00+00:00,2.148,37.48,0.813,1.533,81.485,84.005
2025-08-26 05:12:00+00:00,2.291,37.765,0.82,1.559,81.346,84.209
2025-08-26 05:13:00+00:00,2.43,38.052,0.827,1.582,81.208,84.414
2025-08-26 05:14:00+00:00,2.588,38.31,0.833,1.608,81.07,84.619
2025-08-26 05:15:00+00:00,2.779,38.497,0.846,1.639,80.932,84.824
